loss_clickbait,loss_kategori,epoch,step,loss,grad_norm,learning_rate,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.3900182247161865,2.2889556884765625,0.0,0,,,,,,,,,,,,
1.3442175388336182,2.453827381134033,0.01,1,,,,,,,,,,,,
1.1747369766235352,2.099849224090576,0.02,2,,,,,,,,,,,,
1.2425563335418701,2.1473233699798584,0.03,3,,,,,,,,,,,,
1.00227952003479,1.8695578575134277,0.04,4,,,,,,,,,,,,
1.118707537651062,1.8163092136383057,0.05,5,,,,,,,,,,,,
0.9432036876678467,1.8231837749481201,0.07,6,,,,,,,,,,,,
0.8732708692550659,1.5222487449645996,0.08,7,,,,,,,,,,,,
0.9362286329269409,1.446962594985962,0.09,8,,,,,,,,,,,,
0.9683396816253662,1.5626682043075562,0.1,9,,,,,,,,,,,,
1.0238622426986694,1.3887028694152832,0.11,10,,,,,,,,,,,,
0.7980303764343262,1.7885496616363525,0.12,11,,,,,,,,,,,,
1.1380709409713745,1.3240966796875,0.13,12,,,,,,,,,,,,
0.8084620237350464,1.5664300918579102,0.14,13,,,,,,,,,,,,
1.0068845748901367,1.5389723777770996,0.15,14,,,,,,,,,,,,
1.1324682235717773,1.3625208139419556,0.16,15,,,,,,,,,,,,
0.9551456570625305,1.2287755012512207,0.18,16,,,,,,,,,,,,
0.8713164925575256,1.2458230257034302,0.19,17,,,,,,,,,,,,
0.9438462257385254,1.4366250038146973,0.2,18,,,,,,,,,,,,
0.9733896851539612,1.4427061080932617,0.21,19,,,,,,,,,,,,
0.7894302606582642,0.881740927696228,0.22,20,,,,,,,,,,,,
,,0.23,21,2.651,11.431941032409668,1.907692307692308e-05,,,,,,,,,
0.7393016815185547,0.989635705947876,0.23,21,,,,,,,,,,,,
,,0.23,21,,,,1.9483158588409424,3.1333,197.237,6.383,,,,,
0.8954759240150452,1.3882707357406616,0.24,22,,,,,,,,,,,,
1.0952948331832886,0.9813546538352966,0.25,23,,,,,,,,,,,,
0.8554343581199646,0.989505410194397,0.26,24,,,,,,,,,,,,
1.0045782327651978,0.9271782636642456,0.27,25,,,,,,,,,,,,
1.0100988149642944,1.118524432182312,0.29,26,,,,,,,,,,,,
1.020618200302124,0.9079760909080505,0.3,27,,,,,,,,,,,,
0.9601764678955078,0.6509091854095459,0.31,28,,,,,,,,,,,,
0.8314669132232666,0.9610556364059448,0.32,29,,,,,,,,,,,,
1.1096311807632446,0.608230710029602,0.33,30,,,,,,,,,,,,
0.8020832538604736,0.8360419273376465,0.34,31,,,,,,,,,,,,
0.9692918658256531,0.8480222225189209,0.35,32,,,,,,,,,,,,
0.8224500417709351,0.9569120407104492,0.36,33,,,,,,,,,,,,
0.9169327616691589,0.6716465950012207,0.37,34,,,,,,,,,,,,
0.8341416716575623,0.6940592527389526,0.38,35,,,,,,,,,,,,
0.9749544858932495,0.8390437364578247,0.4,36,,,,,,,,,,,,
0.8943662643432617,0.626314103603363,0.41,37,,,,,,,,,,,,
0.8639816045761108,0.9103075265884399,0.42,38,,,,,,,,,,,,
0.7487118244171143,0.8914492130279541,0.43,39,,,,,,,,,,,,
0.6185463666915894,0.9427232146263123,0.44,40,,,,,,,,,,,,
1.1319788694381714,0.583001971244812,0.45,41,,,,,,,,,,,,
,,0.46,42,1.8004,13.189748764038086,1.8153846153846155e-05,,,,,,,,,
0.8028995990753174,0.5903741121292114,0.46,42,,,,,,,,,,,,
,,0.46,42,,,,1.544517159461975,3.1467,196.393,6.356,,,,,
0.7403512597084045,0.9068765640258789,0.47,43,,,,,,,,,,,,
