loss_clickbait,loss_kategori,epoch,step,loss,grad_norm,learning_rate,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.4051522016525269,2.2013707160949707,0.0,0,,,,,,,,,,,,
1.281334400177002,2.1447441577911377,0.01098901098901099,1,,,,,,,,,,,,
1.3018798828125,2.2016656398773193,0.02197802197802198,2,,,,,,,,,,,,
1.3267656564712524,2.128223180770874,0.03296703296703297,3,,,,,,,,,,,,
1.21535325050354,1.9426679611206055,0.04395604395604396,4,,,,,,,,,,,,
1.3834172487258911,2.1402666568756104,0.054945054945054944,5,,,,,,,,,,,,
1.2207999229431152,2.1184754371643066,0.06593406593406594,6,,,,,,,,,,,,
1.1488603353500366,1.878401517868042,0.07692307692307693,7,,,,,,,,,,,,
1.2192511558532715,1.8311872482299805,0.08791208791208792,8,,,,,,,,,,,,
1.1234279870986938,1.9044874906539917,0.0989010989010989,9,,,,,,,,,,,,
0.999657392501831,1.7810657024383545,0.10989010989010989,10,,,,,,,,,,,,
1.1853015422821045,2.0980703830718994,0.12087912087912088,11,,,,,,,,,,,,
1.2837467193603516,1.7102490663528442,0.13186813186813187,12,,,,,,,,,,,,
0.9657350778579712,1.6500478982925415,0.14285714285714285,13,,,,,,,,,,,,
1.1409095525741577,1.7991094589233398,0.15384615384615385,14,,,,,,,,,,,,
1.2275466918945312,1.8249799013137817,0.16483516483516483,15,,,,,,,,,,,,
1.106743335723877,1.662684440612793,0.17582417582417584,16,,,,,,,,,,,,
1.1322755813598633,1.8780524730682373,0.18681318681318682,17,,,,,,,,,,,,
0.9758206605911255,1.9412341117858887,0.1978021978021978,18,,,,,,,,,,,,
1.0218801498413086,1.7425425052642822,0.2087912087912088,19,,,,,,,,,,,,
0.8799874782562256,1.478431224822998,0.21978021978021978,20,,,,,,,,,,,,
,,0.23076923076923078,21,3.0764,9.71294116973877,1.9120879120879124e-05,,,,,,,,,
0.8937596678733826,1.692398190498352,0.23076923076923078,21,,,,,,,,,,,,
,,0.23076923076923078,21,,,,2.6751012802124023,3.4226,180.566,5.844,,,,,
1.0747034549713135,2.038475513458252,0.24175824175824176,22,,,,,,,,,,,,
1.29182767868042,1.7628233432769775,0.25274725274725274,23,,,,,,,,,,,,
0.9308480620384216,1.6172544956207275,0.26373626373626374,24,,,,,,,,,,,,
0.909310519695282,1.4273473024368286,0.27472527472527475,25,,,,,,,,,,,,
1.162325143814087,1.7160073518753052,0.2857142857142857,26,,,,,,,,,,,,
1.0296900272369385,1.651524543762207,0.2967032967032967,27,,,,,,,,,,,,
1.1816810369491577,1.6277600526809692,0.3076923076923077,28,,,,,,,,,,,,
0.8730055093765259,1.4425309896469116,0.31868131868131866,29,,,,,,,,,,,,
0.9253823161125183,1.262226939201355,0.32967032967032966,30,,,,,,,,,,,,
0.8087916970252991,1.330984115600586,0.34065934065934067,31,,,,,,,,,,,,
0.9725984334945679,1.3118236064910889,0.3516483516483517,32,,,,,,,,,,,,
0.772432804107666,1.4346635341644287,0.3626373626373626,33,,,,,,,,,,,,
1.002719521522522,1.2942523956298828,0.37362637362637363,34,,,,,,,,,,,,
0.9046215415000916,1.2765954732894897,0.38461538461538464,35,,,,,,,,,,,,
0.8634850978851318,1.4809026718139648,0.3956043956043956,36,,,,,,,,,,,,
0.933215320110321,1.4269587993621826,0.4065934065934066,37,,,,,,,,,,,,
0.8272331953048706,1.4208506345748901,0.4175824175824176,38,,,,,,,,,,,,
0.858688235282898,1.5457664728164673,0.42857142857142855,39,,,,,,,,,,,,
0.8107661008834839,1.6443270444869995,0.43956043956043955,40,,,,,,,,,,,,
1.1482877731323242,1.1060736179351807,0.45054945054945056,41,,,,,,,,,,,,
,,0.46153846153846156,42,2.4789,18.32427406311035,1.81978021978022e-05,,,,,,,,,
0.7527313828468323,1.2849777936935425,0.46153846153846156,42,,,,,,,,,,,,
,,0.46153846153846156,42,,,,2.0947277545928955,3.4585,178.69,5.783,,,,,
0.6503102779388428,1.6197996139526367,0.4725274725274725,43,,,,,,,,,,,,
0.963013768196106,1.083233118057251,0.4835164835164835,44,,,,,,,,,,,,
0.8844082951545715,1.2289416790008545,0.4945054945054945,45,,,,,,,,,,,,
0.8650500774383545,1.6190353631973267,0.5054945054945055,46,,,,,,,,,,,,
0.7099721431732178,1.1822504997253418,0.5164835164835165,47,,,,,,,,,,,,
1.002930998802185,1.302990198135376,0.5274725274725275,48,,,,,,,,,,,,
1.0770900249481201,0.953607439994812,0.5384615384615384,49,,,,,,,,,,,,
0.82719886302948,0.9444766044616699,0.5494505494505495,50,,,,,,,,,,,,
0.7463676333427429,1.0837318897247314,0.5604395604395604,51,,,,,,,,,,,,
0.967315673828125,1.0970580577850342,0.5714285714285714,52,,,,,,,,,,,,
0.7007905840873718,0.9252921938896179,0.5824175824175825,53,,,,,,,,,,,,
0.7117477655410767,1.5030615329742432,0.5934065934065934,54,,,,,,,,,,,,
0.8433682918548584,1.0346479415893555,0.6043956043956044,55,,,,,,,,,,,,
1.1804494857788086,1.114821434020996,0.6153846153846154,56,,,,,,,,,,,,
1.1065194606781006,1.3729183673858643,0.6263736263736264,57,,,,,,,,,,,,
0.7844998836517334,1.1723392009735107,0.6373626373626373,58,,,,,,,,,,,,
0.9851646423339844,1.2697197198867798,0.6483516483516484,59,,,,,,,,,,,,
0.9142546653747559,1.2630374431610107,0.6593406593406593,60,,,,,,,,,,,,
1.1883004903793335,1.375628113746643,0.6703296703296703,61,,,,,,,,,,,,
